iter	RMSE
425	3589.030885
426	3586.603056
427	3569.797223
428	3567.110954
429	3547.341446
430	3544.340365
431	3530.20146
432	3527.716789
433	3517.00314
434	3498.850271
435	3496.344794
436	3494.089951
437	3477.912583
438	3462.093063
439	3459.893109
440	3447.629042
441	3445.381589
442	3432.117676
443	3417.855902
444	3402.962413
445	3400.867842
446	3399.31233
447	3384.300941
448	3382.735479
449	3375.434452
450	3362.798185
451	3346.070466
452	3343.738109
453	3329.210652
454	3316.985322
455	3314.920942
456	3312.111828
457	3297.218338
458	3281.005286
459	3264.505782
460	3262.312004
461	3251.585632
462	3239.471656
463	3226.514623
464	3223.629637
465	3211.145259
466	3201.283987
467	3199.248546
468	3180.875787
469	3172.898362
470	3162.444755
471	3152.596467
472	3142.754438
473	3132.058126
474	3129.706489
475	3127.594235
476	3125.414387
477	3114.877649
478	3102.535775
479	3100.737477
480	3084.177602
481	3071.964892
482	3056.907805
483	3054.420804
484	3043.855114
485	3041.970919
486	3039.638998
487	3026.383326
488	3024.670984
489	3023.199618
490	3021.82111
491	3005.574857
492	2993.83937
493	2979.47986
494	2977.804225
495	2976.040655
496	2965.252557
497	2953.433133
498	2951.416958
499	2942.583816
500	2928.327223
501	2915.956516
502	2914.195306
503	2912.594124
504	2900.114645
505	2898.704502
506	2888.060228
507	2880.738361
508	2871.510917
509	2870.167418
510	2859.61177
511	2858.03357
512	2842.207901
513	2829.205875
514	2827.891639
515	2826.596277
516	2813.03181
517	2811.435113
518	2801.523602
519	2800.191616
520	2798.966136
521	2797.312375
522	2781.527924
523	2770.876861
524	2769.631939
525	2768.44814
526	2758.256291
527	2756.057962
528	2754.820842
529	2741.938417
530	2725.320487
531	2724.095136
532	2714.410534
533	2701.654527
534	2700.060997
535	2698.191709
536	2689.000208
537	2677.713559
538	2667.380305
539	2665.789968
540	2656.88972
541	2655.679681
542	2644.80217
543	2643.609107
544	2634.744886
545	2623.393018
546	2622.228647
547	2620.515912
548	2612.169302
549	2602.264438
550	2589.552668
551	2588.337986
552	2587.211206
553	2585.109973
554	2571.133765
555	2561.810849
556	2553.138471
557	2540.479145
558	2538.742698
559	2537.436974
560	2530.077925
561	2521.990862
562	2510.858652
563	2500.75971
564	2489.98177
565	2480.850207
566	2467.163966
567	2466.05352
568	2464.487164
569	2462.812795
570	2456.653506
571	2443.15563
572	2431.143456
573	2418.628278
574	2405.829618
575	2396.962273
576	2395.112572
577	2385.698133
578	2373.508382
579	2370.141436
580	2368.551501
581	2367.552146
582	2365.976245
583	2355.87775
584	2354.874914
585	2345.232353
586	2338.14537
587	2332.590642
588	2326.838992
589	2315.959927
590	2305.259351
591	2296.819738
592	2295.775598
593	2294.401881
594	2284.277771
595	2274.456273
596	2266.006854
597	2260.735563
598	2253.544627
599	2245.375955
600	2238.45646
601	2231.273142
602	2221.441061
603	2212.635219
604	2204.18454
605	2197.266525
606	2184.099581
607	2182.587925
608	2181.194546
609	2179.72766
610	2173.252089
611	2172.202204
612	2163.276869
613	2162.337763
614	2157.06432
615	2147.893851
616	2146.559222
617	2135.748338
618	2126.498775
619	2119.190534
620	2109.805279
621	2108.012592
622	2099.209725
623	2089.455223
624	2083.102535
625	2077.249928
626	2076.288636
627	2075.341557
628	2074.39794
629	2066.250901
630	2064.773719
631	2063.761308
632	2057.190005
633	2056.055182
634	2047.610144
635	2041.761117
636	2040.863244
637	2039.724577
638	2031.768962
639	2030.84823
640	2020.611877
641	2019.705546
642	2018.204263
643	2009.588171
644	2004.311315
645	1996.485139
646	1987.164386
647	1980.366044
648	1978.810995
649	1973.442007
650	1967.068217
651	1966.165239
652	1965.277262
653	1959.983503
654	1959.108485
655	1958.135744
656	1947.582839
657	1946.719524
658	1938.128333
659	1930.805017
660	1925.147832
661	1918.072818
662	1908.704892
663	1903.258904
664	1893.218086
665	1889.50504
666	1888.19806
667	1881.028633
668	1879.474806
669	1870.798923
670	1863.632718
671	1862.800547
672	1858.712733
673	1855.054756
674	1847.718291
675	1843.521096
676	1838.973488
677	1834.137201
678	1827.171742
679	1826.342327
680	1821.286051
681	1818.713711
682	1817.254746
683	1813.374663
684	1806.673275
685	1800.682731
686	1793.696092
687	1792.873175
688	1791.666543
689	1784.169408
690	1783.207246
691	1781.85806
692	1773.396458
693	1772.527195
694	1765.505202
695	1758.705232
696	1757.694603
697	1750.581524
698	1744.141106
699	1736.387231
700	1728.223641
701	1727.213363
702	1726.257472
703	1725.226864
704	1718.224053
705	1717.444082
706	1716.401206
707	1715.590054
708	1710.466341
709	1709.576433
710	1705.88215
711	1704.921915
712	1700.223519
713	1696.918171
714	1690.706272
715	1689.945979
716	1686.31917
717	1679.9732
718	1679.267799
719	1678.410436
720	1672.984794
721	1672.037871
722	1666.338996
723	1661.121175
724	1660.336647
725	1653.849111
726	1651.873729
727	1645.610783
728	1644.226456
729	1637.908711
730	1632.881733
731	1630.508718
732	1626.404876
733	1625.679877
734	1619.120607
735	1618.409924
736	1617.694536
737	1616.717854
738	1611.577874
739	1610.787297
740	1610.074956
741	1603.946286
742	1603.185785
743	1602.324949
744	1601.124794
745	1600.192471
746	1599.370452
747	1592.68805
748	1584.034061
749	1575.522998
750	1574.825832
751	1568.943527
752	1568.182057
753	1567.49924
754	1562.300063
755	1556.198387
756	1550.113365
757	1549.431298
758	1543.018453
759	1534.695191
760	1534.019944
761	1533.127089
762	1532.337338
763	1531.518988
764	1524.577165
765	1518.027971
766	1517.289707
767	1516.62746
768	1512.54296
769	1506.215928
770	1500.003583
771	1499.39354
772	1498.748423
773	1497.780705
774	1496.952395
775	1491.483228
776	1489.763417
777	1489.171236
778	1483.898663
779	1483.220524
780	1476.297912
781	1471.374934
782	1470.747455
783	1469.625403
784	1468.892051
785	1461.871341
786	1456.402787
787	1455.579123
788	1450.17078
789	1444.530048
790	1439.156222
791	1438.116928
792	1437.466547
793	1430.435167
794	1429.803147
795	1423.561007
796	1416.870406
797	1416.256477
798	1415.56643
799	1414.960568
800	1409.40481
801	1403.806979
802	1402.944966
803	1396.470701
804	1390.015877
805	1389.250558
806	1382.613173
807	1378.90881
808	1371.683628
809	1370.968862
810	1365.857363
811	1360.842953
812	1360.259403
813	1353.189351
814	1348.184612
815	1343.528909
816	1337.279598
817	1336.690576
818	1329.489327
819	1328.758184
820	1328.177279
821	1321.657525
822	1319.316854
823	1318.495159
824	1317.834385
825	1317.307399
826	1316.679091
827	1316.090923
828	1310.359004
829	1305.419693
830	1297.410705
831	1293.517232
832	1292.531833
833	1289.636866
834	1286.633032
835	1280.40736
836	1274.713461
837	1270.111806
838	1265.235972
839	1261.925971
840	1258.276162
841	1257.718135
842	1252.99711
843	1247.293704
844	1243.942131
845	1243.245809
846	1242.693714
847	1242.141509
848	1240.361852
849	1235.917825
850	1235.369596
851	1231.452228
852	1227.219972
853	1223.008801
854	1217.410042
855	1216.908292
856	1216.129877
857	1211.893158
858	1211.217144
859	1206.195812
860	1205.679844
861	1200.357403
862	1197.101464
863	1192.879066
864	1189.035612
865	1188.559451
866	1188.062308
867	1187.522741
868	1187.060605
869	1182.146452
870	1178.32612
871	1177.736273
872	1177.229018
873	1173.174763
874	1172.545353
875	1167.885228
876	1165.414062
877	1164.905097
878	1164.410582
879	1163.921252
880	1163.250388
881	1162.367937
882	1158.350163
883	1154.709719
884	1150.330406
885	1149.774132
886	1149.216855
887	1143.698506
888	1143.285228
889	1138.758695
890	1134.413142
891	1130.822714
892	1127.606552
893	1124.610629
894	1120.111817
895	1119.647967
896	1117.552364
897	1117.069905
898	1114.12697
899	1108.939278
900	1108.15889
901	1107.284457
902	1103.385902
903	1099.516928
904	1098.771943
905	1094.330041
906	1092.224719
907	1087.621618
908	1083.691684
909	1083.255049
910	1079.35244
911	1075.707678
912	1070.636407
913	1070.16446
914	1064.872594
915	1059.877227
916	1059.378955
917	1054.713522
918	1050.296029
919	1049.834591
920	1046.038945
921	1045.375701
922	1044.895279
923	1044.272307
924	1040.79772
925	1037.47691
926	1033.147699
927	1032.603731
928	1032.233607
929	1028.741628
930	1028.291448
931	1027.593458
932	1027.071604
933	1026.626697
934	1022.637743
935	1019.758727
936	1014.743844
937	1014.256278
938	1011.379827
939	1010.832496
940	1005.940089
941	1005.52764
942	1004.746042
943	1004.039216
944	1000.61693
945	995.3702491
946	994.7509403
947	994.3694091
948	993.9138385
949	989.799289
950	986.0522861
951	985.5083449
952	980.6777579
953	976.7147778
954	972.2496841
955	967.9702254
956	967.5450458
957	967.0649677
958	963.7343431
959	958.944397
960	958.5254604
961	958.0971595
962	957.5337885
963	953.7309376
964	950.389214
965	948.0583689
966	947.6481289
967	947.0854534
968	943.1107887
969	938.4283208
970	934.3632819
971	933.9575373
972	933.6238932
973	933.138054
974	930.5597342
975	926.9210432
976	926.555877
977	922.8436999
978	918.5995506
979	915.8916397
980	912.7579104
981	908.4258815
982	907.9168699
983	903.6991802
984	899.2306795
985	895.9835548
986	892.9867415
987	892.465637
988	892.0826891
989	888.8748874
990	888.5185938
991	888.1369805
992	885.2523539
993	881.8301299
994	878.9616185
995	875.7904433
996	873.9020466
997	869.9970524
998	866.4688995
999	864.0912501
