iter	Passed	Remaining
582	1244	890
583	1247	888
584	1249	886
585	1251	884
586	1253	882
587	1256	880
588	1259	879
589	1262	877
590	1264	875
591	1266	873
592	1268	870
593	1271	868
594	1273	866
595	1275	864
596	1277	862
597	1279	859
598	1281	857
599	1283	855
600	1285	853
601	1287	851
602	1289	849
603	1292	847
604	1294	844
605	1296	842
606	1298	840
607	1300	838
608	1302	836
609	1304	833
610	1306	831
611	1308	829
612	1309	826
613	1311	824
614	1313	822
615	1315	820
616	1317	818
617	1319	815
618	1321	813
619	1323	811
620	1325	809
621	1327	806
622	1329	804
623	1331	802
624	1333	800
625	1335	797
626	1337	795
627	1339	793
628	1341	791
629	1343	788
630	1344	786
631	1346	784
632	1348	782
633	1350	779
634	1352	777
635	1354	775
636	1356	772
637	1358	770
638	1360	768
639	1362	766
640	1364	764
641	1366	761
642	1368	759
643	1369	757
644	1371	755
645	1373	752
646	1375	750
647	1377	748
648	1379	746
649	1381	744
650	1383	741
651	1385	739
652	1387	737
653	1389	735
654	1391	732
655	1393	730
656	1395	728
657	1397	726
658	1399	723
659	1400	721
660	1403	719
661	1405	717
662	1408	715
663	1410	713
664	1412	711
665	1415	709
666	1417	707
667	1419	705
668	1421	703
669	1423	701
670	1425	699
671	1427	696
672	1429	694
673	1431	692
674	1433	690
675	1435	688
676	1437	685
677	1439	683
678	1441	681
679	1443	679
680	1445	677
681	1447	675
682	1449	672
683	1451	670
684	1453	668
685	1455	666
686	1457	664
687	1459	661
688	1461	659
689	1463	657
690	1465	655
691	1467	652
692	1469	650
693	1470	648
694	1472	646
695	1474	644
696	1477	642
697	1479	640
698	1482	638
699	1484	636
700	1486	634
701	1488	631
702	1490	629
703	1493	627
704	1495	625
705	1497	623
706	1500	621
707	1502	619
708	1504	617
709	1507	615
710	1509	613
711	1511	611
712	1513	609
713	1516	607
714	1518	605
715	1520	603
716	1522	601
717	1525	598
718	1527	596
719	1529	594
720	1531	592
721	1533	590
722	1536	588
723	1538	586
724	1540	584
725	1542	582
726	1545	580
727	1547	578
728	1549	575
729	1551	573
730	1553	571
731	1555	569
732	1557	567
733	1560	565
734	1562	563
735	1564	561
736	1567	559
737	1569	557
738	1571	554
739	1573	552
740	1575	550
741	1577	548
742	1579	546
743	1582	544
744	1584	542
745	1586	540
746	1588	538
747	1590	535
748	1593	533
749	1595	531
750	1597	529
751	1599	527
752	1601	525
753	1604	523
754	1606	521
755	1608	519
756	1610	517
757	1612	514
758	1615	512
759	1617	510
760	1619	508
761	1621	506
762	1623	504
763	1626	502
764	1628	500
765	1630	498
766	1632	495
767	1634	493
768	1636	491
769	1638	489
770	1640	487
771	1642	485
772	1645	483
773	1647	481
774	1649	478
775	1651	476
776	1653	474
777	1655	472
778	1658	470
779	1660	468
780	1662	466
781	1664	464
782	1666	461
783	1668	459
784	1671	457
785	1673	455
786	1675	453
787	1677	451
788	1679	449
789	1682	447
790	1684	445
791	1686	442
792	1688	440
793	1690	438
794	1693	436
795	1696	434
796	1699	432
797	1703	431
798	1705	429
799	1708	427
800	1711	425
801	1713	423
802	1716	420
803	1718	418
804	1720	416
805	1722	414
806	1725	412
807	1727	410
808	1729	408
809	1731	406
810	1734	404
811	1737	402
812	1740	400
813	1743	398
814	1745	396
815	1747	394
816	1749	391
817	1752	389
818	1754	387
819	1756	385
820	1758	383
821	1761	381
822	1763	379
823	1765	377
824	1767	374
825	1770	372
826	1772	370
827	1774	368
828	1776	366
829	1778	364
830	1781	362
831	1783	360
832	1785	357
833	1787	355
834	1789	353
835	1792	351
836	1794	349
837	1796	347
838	1798	345
839	1800	342
840	1802	340
841	1805	338
842	1807	336
843	1809	334
844	1811	332
845	1814	330
846	1816	328
847	1818	326
848	1821	323
849	1823	321
850	1825	319
851	1827	317
852	1829	315
853	1831	313
854	1834	311
855	1836	308
856	1838	306
857	1840	304
858	1842	302
859	1844	300
860	1847	298
861	1849	296
862	1851	293
863	1853	291
864	1856	289
865	1858	287
866	1860	285
867	1862	283
868	1864	281
869	1866	278
870	1868	276
871	1869	274
872	1871	272
873	1873	270
874	1875	267
875	1877	265
876	1879	263
877	1881	261
878	1883	259
879	1885	257
880	1887	254
881	1889	252
882	1891	250
883	1893	248
884	1895	246
885	1897	244
886	1899	241
887	1900	239
888	1902	237
889	1904	235
890	1906	233
891	1908	231
892	1910	228
893	1912	226
894	1914	224
895	1916	222
896	1918	220
897	1920	218
898	1922	215
899	1924	213
900	1926	211
901	1928	209
902	1930	207
903	1932	205
904	1934	203
905	1936	200
906	1937	198
907	1939	196
908	1941	194
909	1943	192
910	1945	190
911	1947	187
912	1949	185
913	1951	183
914	1953	181
915	1955	179
916	1957	177
917	1959	174
918	1961	172
919	1963	170
920	1964	168
921	1966	166
922	1968	164
923	1970	162
924	1972	159
925	1974	157
926	1976	155
927	1978	153
928	1980	151
929	1982	149
930	1984	147
931	1985	144
932	1987	142
933	1989	140
934	1991	138
935	1993	136
936	1995	134
937	1997	132
938	1999	129
939	2001	127
940	2003	125
941	2004	123
942	2006	121
943	2009	119
944	2011	117
945	2014	114
946	2016	112
947	2018	110
948	2020	108
949	2022	106
950	2024	104
951	2026	102
952	2028	100
953	2030	97
954	2032	95
955	2034	93
956	2036	91
957	2038	89
958	2040	87
959	2042	85
960	2044	82
961	2046	80
962	2048	78
963	2050	76
964	2052	74
965	2054	72
966	2056	70
967	2058	68
968	2059	65
969	2061	63
970	2063	61
971	2065	59
972	2067	57
973	2069	55
974	2071	53
975	2074	51
976	2076	48
977	2078	46
978	2081	44
979	2083	42
980	2084	40
981	2086	38
982	2088	36
983	2090	33
984	2092	31
985	2094	29
986	2096	27
987	2098	25
988	2100	23
989	2102	21
990	2104	19
991	2106	16
992	2108	14
993	2110	12
994	2112	10
995	2114	8
996	2115	6
997	2117	4
998	2119	2
999	2121	0
