iter	RMSE
174	6233.746658
175	6217.85499
176	6198.084962
177	6175.75421
178	6157.775641
179	6144.171551
180	6125.860712
181	6094.225427
182	6081.567196
183	6062.618737
184	6051.437418
185	6034.230939
186	6024.691359
187	6010.453812
188	5989.092858
189	5963.797563
190	5942.248934
191	5920.244401
192	5888.298846
193	5879.212468
194	5855.790272
195	5846.831581
196	5843.721905
197	5831.146774
198	5818.275727
199	5792.321105
200	5771.817228
201	5751.403302
202	5737.850767
203	5714.790534
204	5699.00539
205	5688.935355
206	5672.149052
207	5668.828671
208	5654.59518
209	5650.040714
210	5646.077317
211	5636.146064
212	5633.32532
213	5628.940614
214	5617.375729
215	5596.642347
216	5576.007171
217	5571.932714
218	5566.527598
219	5563.604912
220	5543.676429
221	5534.441364
222	5523.704984
223	5520.832535
224	5516.25859
225	5512.429959
226	5482.775767
227	5449.243013
228	5426.029645
229	5398.636938
230	5395.409895
231	5392.724721
232	5388.978578
233	5365.930356
234	5362.498444
235	5349.803839
236	5347.350496
237	5327.352237
238	5309.698083
239	5282.308708
240	5279.693285
241	5257.772741
242	5233.796576
243	5211.050845
244	5191.80486
245	5188.72412
246	5165.582361
247	5136.126642
248	5132.835535
249	5129.73933
250	5107.703281
251	5087.597574
252	5066.748239
253	5051.987658
254	5049.465658
255	5045.897636
256	5043.149332
257	5040.054745
258	5037.20839
259	5018.90955
260	5015.761356
261	4989.00459
262	4969.676663
263	4952.823533
264	4928.093545
265	4905.66852
266	4888.713672
267	4867.013407
268	4848.242987
269	4832.679433
270	4806.501484
271	4776.153443
272	4758.626287
273	4755.879631
274	4739.006882
275	4736.161689
276	4733.856118
277	4716.71081
278	4694.608745
279	4673.120492
280	4654.203939
281	4629.779627
282	4627.32918
283	4624.1729
284	4621.709161
285	4599.751941
286	4579.310622
287	4560.693522
288	4558.011115
289	4540.119591
290	4522.684281
291	4520.577716
292	4501.03973
293	4498.197737
294	4482.295519
295	4464.440446
296	4442.389011
297	4419.798041
298	4417.7191
299	4400.578709
300	4386.607536
301	4363.087908
302	4349.160943
303	4346.559425
304	4344.505266
305	4330.772267
306	4314.389695
307	4292.114422
308	4270.461175
309	4268.439503
310	4265.64704
311	4244.599401
312	4228.80902
313	4226.815596
314	4209.384843
315	4195.913226
316	4180.599883
317	4161.575903
318	4159.582655
319	4157.145032
320	4136.044222
321	4134.077504
322	4109.7001
323	4085.240666
324	4068.563704
325	4047.757393
326	4032.955961
327	4020.948138
328	4006.900653
329	3989.677478
330	3976.048173
331	3959.601276
332	3957.680471
333	3942.321356
334	3940.260959
335	3926.564131
336	3924.671481
337	3906.659771
338	3887.055706
339	3885.198704
340	3883.348933
341	3881.491996
342	3863.234869
343	3847.132108
344	3845.310022
345	3828.934611
346	3827.089817
347	3824.989031
348	3807.16269
349	3786.778799
350	3767.082894
351	3749.056963
352	3734.833088
353	3716.101748
354	3702.60702
355	3700.847224
356	3699.091873
357	3696.925962
358	3694.92564
359	3693.233416
360	3683.555905
361	3681.822238
362	3670.455863
363	3654.295462
364	3652.608591
365	3635.388822
366	3627.648277
367	3615.516377
368	3611.95321
369	3595.409943
370	3581.936014
371	3566.052019
372	3564.082207
373	3553.008446
374	3537.374096
375	3521.877615
376	3520.163634
377	3518.520493
378	3503.146808
379	3489.371502
380	3470.361362
381	3451.75177
382	3450.13872
383	3448.528977
384	3440.273643
385	3438.698264
386	3427.703781
387	3416.985429
388	3414.408049
389	3412.797712
390	3398.386829
391	3384.691177
392	3372.348427
393	3354.558509
394	3344.145704
395	3342.59196
396	3341.010986
397	3331.897035
398	3321.085699
399	3318.885418
400	3317.362244
401	3305.623185
402	3294.386724
403	3283.178175
404	3281.66319
405	3280.132508
406	3278.613674
407	3277.137128
408	3262.178634
409	3259.704235
410	3252.920329
411	3251.429784
412	3249.950669
413	3239.285756
414	3237.117368
415	3227.562696
416	3214.951117
417	3206.283757
418	3195.155847
419	3180.783697
420	3166.232276
421	3150.729878
422	3149.286543
423	3147.859808
424	3136.127595
425	3134.025315
426	3124.448656
427	3111.386311
428	3109.961959
429	3107.92877
430	3106.206352
431	3094.665446
432	3080.889283
433	3079.477215
434	3071.831571
435	3058.98407
436	3057.56567
437	3056.185461
438	3044.743117
439	3033.140621
440	3025.039864
441	3023.653724
442	3022.009779
443	3020.64305
444	3008.892253
445	3003.673834
446	2993.75277
447	2981.663284
448	2980.296823
449	2978.946367
450	2969.20349
451	2967.892848
452	2953.921719
453	2952.584767
454	2943.318236
455	2941.982585
456	2935.732102
457	2922.282787
458	2920.97452
459	2919.501249
460	2904.754964
461	2892.938387
462	2891.620236
463	2879.849064
464	2868.85037
465	2867.519888
466	2865.991287
467	2864.720329
468	2854.054918
469	2850.780667
470	2849.506045
471	2847.302875
472	2837.245018
473	2826.422166
474	2825.163484
475	2823.922014
476	2813.968669
477	2803.613174
478	2802.368817
479	2792.998591
480	2791.781518
481	2781.318416
482	2770.26007
483	2769.050982
484	2759.519516
485	2748.287628
486	2737.532286
487	2726.807251
488	2725.490449
489	2712.302036
490	2700.303993
491	2699.092176
492	2695.915102
493	2685.276233
494	2683.314931
495	2682.112682
496	2680.925217
497	2678.964331
498	2677.797065
499	2676.25928
500	2675.105744
501	2663.891091
502	2662.021245
503	2650.300663
504	2648.768501
505	2647.614307
506	2646.476302
507	2645.341006
508	2644.209881
509	2643.069444
510	2632.954967
511	2622.508307
512	2621.375215
513	2620.253221
514	2619.127654
515	2609.625205
516	2602.789726
517	2592.9493
518	2581.715303
519	2580.5847
520	2570.283007
521	2561.763204
522	2560.660445
523	2559.559523
524	2558.475371
525	2557.397141
526	2556.31348
527	2548.469699
528	2547.385571
529	2537.803803
530	2536.59563
531	2534.829079
532	2533.764708
533	2523.455072
534	2522.39955
535	2521.370628
536	2512.016821
537	2502.810344
538	2489.894049
539	2480.789514
540	2479.557197
541	2478.501211
542	2475.070846
543	2472.828131
544	2471.794589
545	2464.072162
546	2463.038851
547	2462.022099
548	2460.706452
549	2459.545499
550	2451.109802
551	2441.22677
552	2435.002836
553	2433.813872
554	2432.724848
555	2431.711339
556	2430.414773
557	2429.392271
558	2428.344376
559	2416.986917
560	2415.981784
561	2409.099444
562	2408.084776
563	2401.596604
564	2400.588356
565	2399.596043
566	2398.607151
567	2384.650283
568	2383.662534
569	2380.042727
570	2379.061367
571	2368.023877
572	2367.00305
573	2364.560571
574	2355.280739
575	2348.66369
576	2336.712505
577	2331.228336
578	2321.725344
579	2313.775076
580	2312.78878
581	2311.281413
582	2310.335965
583	2309.36905
584	2300.298203
585	2299.332212
586	2298.374789
587	2297.414337
588	2294.335331
589	2293.384864
590	2285.663525
591	2284.611463
592	2274.699089
593	2267.016662
594	2266.054928
595	2262.729961
596	2261.784316
597	2260.85052
598	2252.551199
599	2247.427883
600	2237.354141
601	2230.194013
602	2220.448089
603	2219.525387
604	2218.612889
605	2217.69229
606	2216.79326
607	2207.75915
608	2200.247806
609	2199.345391
610	2198.430153
611	2197.51306
612	2189.969491
613	2182.191925
614	2181.295893
615	2180.236162
616	2172.144397
617	2164.727914
618	2163.83069
619	2162.938499
620	2162.072941
621	2155.413117
622	2148.145323
623	2147.282057
624	2141.089497
625	2139.874151
626	2139.004222
627	2138.131116
628	2137.271881
629	2135.91874
630	2125.800616
631	2124.932627
632	2120.73692
633	2110.38254
634	2107.077228
635	2100.552701
636	2091.822512
637	2088.107224
638	2087.248971
639	2080.502573
640	2070.794503
641	2069.948414
642	2069.099088
643	2059.461154
644	2050.51935
645	2049.678317
646	2048.842384
647	2041.414089
648	2032.652065
649	2031.822222
650	2030.990653
651	2030.157286
652	2029.337184
653	2028.547762
654	2022.99686
655	2021.854339
656	2017.696735
657	2016.888244
658	2009.755549
659	2008.949207
660	2007.721297
661	2006.91246
662	1999.026441
663	1998.227004
664	1990.863149
665	1981.29201
666	1973.815444
667	1973.023924
668	1965.014254
669	1956.742597
670	1947.333546
671	1946.546567
672	1939.161797
673	1935.722484
674	1934.933223
675	1934.154079
676	1933.382377
677	1932.619199
678	1927.355733
679	1926.586095
680	1925.824035
681	1925.046425
682	1924.292399
683	1923.543832
684	1916.795735
685	1916.044134
686	1909.459859
687	1908.704331
688	1902.355037
689	1893.719987
690	1887.716875
691	1886.964581
692	1880.760535
693	1875.897942
694	1867.743175
695	1866.993598
696	1858.530089
697	1849.689104
698	1848.944183
699	1841.960123
700	1840.887435
701	1839.295219
702	1838.532133
703	1827.984146
704	1819.791156
705	1811.735305
706	1807.150682
707	1800.371519
708	1791.025858
709	1783.015002
710	1774.7586
711	1774.013971
712	1766.592431
713	1765.859209
714	1765.130215
715	1758.569326
716	1757.812233
717	1757.096138
718	1756.407717
719	1749.467065
720	1743.046348
721	1735.863057
722	1735.154993
723	1734.452207
724	1728.050095
725	1727.353511
726	1717.589814
727	1716.896118
728	1716.207451
729	1715.513992
730	1708.652634
731	1700.66431
732	1693.843368
733	1687.156838
734	1678.516871
735	1677.821948
736	1677.020647
737	1676.342027
738	1675.661165
739	1668.427494
740	1667.75961
741	1662.609946
742	1661.494757
743	1660.830441
744	1655.696573
745	1654.766176
746	1648.2277
747	1641.859585
748	1637.993842
749	1634.034604
750	1633.377113
751	1628.059439
752	1620.208316
753	1611.87732
754	1611.232929
755	1605.530618
756	1604.888753
757	1604.246943
758	1599.151808
759	1593.88668
760	1588.240233
761	1587.598846
762	1581.71426
763	1581.08294
764	1575.466349
765	1571.844276
766	1564.61692
767	1558.619769
768	1553.785285
769	1553.155464
770	1549.487802
771	1548.859619
772	1548.221997
773	1540.620358
774	1540.107451
775	1538.368022
776	1537.753396
777	1531.636755
778	1530.835384
779	1530.222369
780	1529.60966
781	1523.309839
782	1517.490797
783	1513.160688
784	1509.46158
785	1508.30201
786	1507.690536
787	1503.915265
788	1503.325414
789	1497.097556
790	1494.985552
791	1494.364902
792	1491.330632
793	1490.733703
794	1490.14317
795	1484.600316
796	1478.442328
797	1475.545813
798	1470.071869
799	1469.478327
800	1468.892726
801	1468.305403
802	1463.125393
803	1456.240074
804	1455.66308
805	1455.082783
806	1454.505287
807	1453.986349
808	1449.233424
809	1444.484019
810	1439.465312
811	1432.345671
812	1427.49699
813	1422.270509
814	1419.050205
815	1418.522375
816	1413.236876
817	1412.706545
818	1412.183004
819	1406.699489
820	1405.808845
821	1403.179625
822	1402.610574
823	1397.068286
824	1392.784146
825	1391.578848
826	1389.830341
827	1389.049285
828	1385.654317
829	1382.363241
830	1377.376875
831	1376.839526
832	1370.048943
833	1364.527509
834	1359.415754
835	1358.283624
836	1357.729284
837	1357.182437
838	1356.634686
839	1356.089832
840	1351.849193
841	1351.302969
842	1350.751331
843	1350.218187
844	1344.715842
845	1344.042595
846	1339.794639
847	1331.666103
848	1326.231684
849	1321.611211
850	1316.068726
851	1312.107771
852	1311.580954
853	1311.071781
854	1310.53958
855	1310.051735
856	1305.825311
857	1305.304631
858	1304.776505
859	1304.27085
860	1299.605784
861	1295.608767
862	1291.670387
863	1290.904476
864	1290.424076
865	1289.915914
866	1289.215779
867	1283.344262
868	1282.836607
869	1276.88401
870	1276.384801
871	1271.562078
872	1264.24558
873	1259.631056
874	1257.505977
875	1257.007749
876	1256.535546
877	1256.045121
878	1251.848152
879	1251.357465
880	1250.886247
881	1250.394894
882	1249.90638
883	1249.44928
884	1243.671407
885	1239.027857
886	1238.593301
887	1238.183249
888	1234.074646
889	1230.864626
890	1226.449674
891	1222.132526
892	1219.58494
893	1213.856244
894	1210.562675
895	1205.010548
896	1199.511388
897	1196.964182
898	1194.354176
899	1189.987842
900	1189.502384
901	1188.867938
902	1188.392057
903	1182.616891
904	1179.724798
905	1175.576534
906	1175.105202
907	1170.726448
908	1166.05467
909	1165.589471
910	1161.35722
911	1155.919269
912	1151.288452
913	1150.829633
914	1145.626079
915	1141.575634
916	1141.123849
917	1140.685594
918	1139.380146
919	1138.945235
920	1138.286985
921	1137.854741
922	1133.413596
923	1132.98223
924	1132.545184
925	1129.564969
926	1125.707664
927	1125.267218
928	1124.754653
929	1118.851268
930	1118.415715
931	1112.089864
932	1109.6212
933	1104.274699
934	1100.067169
935	1097.02048
936	1091.721596
937	1088.815358
938	1088.381731
939	1087.550038
940	1086.29773
941	1084.110639
942	1083.680452
943	1080.74603
944	1077.010161
945	1076.600232
946	1071.379108
947	1070.973376
948	1066.393271
949	1065.989102
950	1061.425399
951	1057.067339
952	1052.579799
953	1048.219523
954	1047.815772
955	1047.396166
956	1046.899448
957	1041.083809
958	1038.794936
959	1038.379959
960	1037.969577
961	1036.230764
962	1035.865184
963	1031.300253
964	1027.641303
965	1027.201122
966	1026.820394
967	1023.202124
968	1022.794459
969	1022.378337
970	1021.975765
971	1016.11356
972	1015.509378
973	1011.650959
974	1008.725469
975	1005.494527
976	1004.921341
977	1004.515558
978	1003.967251
979	1000.620722
980	1000.245048
981	995.8799896
982	995.4797278
983	991.5914292
984	991.1984607
985	990.809449
986	986.4985657
987	981.7402132
988	981.2507464
989	980.8804756
990	980.5111814
991	979.7680898
992	976.7100964
993	976.0543573
994	971.4325814
995	971.0705811
996	970.7078762
997	969.9014447
998	966.2735045
999	965.9337034
